2018,3,United States,230150,"Coffee not roasted or decaffeinated, in grain"
2018,7,Paraguay,12500,"Coffee roasted, not decaffeinated"
2018,7,United States,9295850,"Coffee not roasted or decaffeinated, in grain"
2018,4,Jordan,96000,"Coffee not roasted or decaffeinated, in grain"
2018,5,Jordan,96000,"Coffee not roasted or decaffeinated, in grain"
2018,9,Australia,1095052,"Coffee not roasted or decaffeinated, in grain"
2018,3,Belgium,49920,"Soluble coffee, including decaffeinated"
2018,4,Greece,37195,"Coffee not roasted or decaffeinated, in grain"
2018,6,Slovenia,324000,"Coffee not roasted or decaffeinated, in grain"
2018,7,Taiwan,179970,"Coffee not roasted or decaffeinated, in grain"
2018,1,"Canary, Islands",20000,"Coffee not roasted or decaffeinated, in grain"
2018,6,Egypt,122400,"Coffee not roasted or decaffeinated, in grain"
2018,5,Italy,11616,"Soluble coffee, including decaffeinated"
2018,3,Argentina,900,"Coffee not roasted or decaffeinated, in grain"
2018,6,China,76750,"Coffee not roasted or decaffeinated, in grain"
2018,11,Marshall Islands,4,"Coffee roasted, not decaffeinated"
2018,3,United Arab Emirates,230400,"Coffee not roasted or decaffeinated, in grain"
2018,1,France,831000,"Coffee not roasted or decaffeinated, in grain"
2018,9,United Kingdom,8216000,"Coffee not roasted or decaffeinated, in grain"
2018,9,Dominican Republic,383500,"Coffee not roasted or decaffeinated, in grain"
2018,9,Greece,844774,"Coffee not roasted or decaffeinated, in grain"
2018,9,Italy,499980,"Coffee not roasted or decaffeinated, in grain"
2018,5,Bolivia,270,"Soluble coffee, including decaffeinated"
2018,5,United Kingdom,421950,"Coffee not roasted or decaffeinated, in grain"
2018,11,Malta,5,"Soluble coffee, including decaffeinated"
2018,9,Estonia,18075,"Soluble coffee, including decaffeinated"
2018,7,Belgium,33600,"Soluble coffee, including decaffeinated"
2018,11,Morocco,76800,"Coffee not roasted or decaffeinated, in grain"
2018,4,Chile,403200,"Coffee not roasted or decaffeinated, in grain"
2018,4,Jordan,183600,"Coffee not roasted or decaffeinated, in grain"
2018,3,Chile,645,"Coffee roasted, not decaffeinated"
2018,1,Poland,109100,"Soluble coffee, including decaffeinated"
2018,7,Uruguay,1286,"Coffee roasted, not decaffeinated"
2018,11,Ukraine,81750,"Soluble coffee, including decaffeinated"
2018,7,Netherlands,379980,"Coffee not roasted or decaffeinated, in grain"
2018,1,Libya,148800,"Coffee not roasted or decaffeinated, in grain"
2018,9,Sri Lanka,3456,"Soluble coffee, including decaffeinated"
2018,9,Belgium,2442420,"Coffee not roasted or decaffeinated, in grain"
2018,9,China,439135,"Coffee not roasted or decaffeinated, in grain"
2018,9,United States,27395,"Coffee roasted, not decaffeinated"
2018,2,Peru,133960,"Soluble coffee, including decaffeinated"
2018,3,Colombia,131275,"Coffee not roasted or decaffeinated, in grain"
2018,6,Uruguay,2545,"Roasted, decaffeinated coffee"
2018,6,South Korea,496580,"Coffee not roasted or decaffeinated, in grain"
2018,4,Sweden,253800,"Coffee not roasted or decaffeinated, in grain"
2018,4,Romania,12480,"Soluble coffee, including decaffeinated"
2018,5,Kuwait,21790,"Soluble coffee, including decaffeinated"
2018,11,United States,0,"Soluble coffee, including decaffeinated"
2018,3,South Korea,213600,"Coffee not roasted or decaffeinated, in grain"
2018,11,Greece,0,"Soluble coffee, including decaffeinated"
2018,4,United Kingdom,1500,"Coffee roasted, not decaffeinated"
2018,6,Egypt,168000,"Coffee not roasted or decaffeinated, in grain"
2018,6,Romania,12480,"Soluble coffee, including decaffeinated"
2018,11,Turkey,158400,"Coffee not roasted or decaffeinated, in grain"
2018,6,Mexico,1150500,"Coffee not roasted or decaffeinated, in grain"
2018,4,Armenia,11830,"Soluble coffee, including decaffeinated"
