REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,id
965,Arabica,North America,Honduras,2015.0,05/11/16,Catuai,Green,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,0.12,0,0,1,HND
966,Arabica,North America,Guatemala,2014.0,03/20/16,Pacamara,Bluish-Green,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,0.09,0,0,2,GTM
967,Arabica,Africa,Tanzania,2014.0,12/17/15,Other,Green,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,0.13,0,0,5,TZA
968,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0,TWN
969,Arabica,North America,Guatemala,2013.0,03/04/14,Caturra,Green,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,0.11,0,0,4,GTM
970,Arabica,North America,Mexico,2012.0,07/26/13,Typica,Green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,0.12,0,0,1,MEX
971,Arabica,North America,Nicaragua,2016.0,03/08/18,,Green,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,0.09,0,0,7,NIC
972,Arabica,Africa,Tanzania,2015.0,11/15/16,Bourbon,Green,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,0.12,0,0,2,TZA
973,Arabica,North America,Mexico,2015.0,06/24/16,Caturra,Green,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,0.12,0,0,10,MEX
974,Arabica,North America,Costa Rica,2015.0,05/21/16,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,0.11,0,0,0,CRI
975,Arabica,North America,Honduras,2015.0,03/10/16,Catuai,Green,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,0.13,0,0,1,HND
976,Arabica,Asia,Thailand,2014.0,02/15/16,Caturra,Blue-Green,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,0.12,0,0,0,THA
977,Arabica,Asia,Philippines,2014.0,01/08/16,Typica,,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,0.0,0,0,4,PHL
978,Arabica,Africa,Tanzania,2014.0,12/17/15,Bourbon,Bluish-Green,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,0.12,0,0,2,TZA
979,Arabica,Africa,Malawi,2014.0,11/04/15,Caturra,Green,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,0.12,0,0,12,MWI
980,Arabica,North America,Costa Rica,2014.0,05/09/15,Catuai,Green,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,0.11,0,0,3,CRI
981,Arabica,South America,Brazil,2013.0,02/04/15,Catuai,Green,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,0.11,0,0,3,BRA
982,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,0.13,0,3,7,MEX
983,Arabica,North America,Guatemala,2012.0,08/20/13,Caturra,Green,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,0.12,0,0,4,GTM
984,Arabica,South America,Brazil,2012.0,01/22/13,Mundo Novo,Green,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,0.12,0,0,1,BRA
985,Arabica,North America,United States,,09/21/12,,,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,0.04,0,3,0,USA
986,Arabica,Africa,Ethiopia,2016.0,07/14/18,,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,0.11,0,0,1,ETH
987,Arabica,South America,Brazil,2016.0,06/21/18,Mundo Novo,Green,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,0.11,0,5,8,BRA
988,Arabica,North America,Nicaragua,2015.0,03/27/16,Other,,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,0.11,0,0,1,NIC
989,Arabica,North America,United States,2014.0,03/03/16,Pache Comun,,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,0.0,0,0,0,USA
990,Arabica,Africa,Tanzania,2014.0,01/02/16,Other,Green,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,0.13,0,0,2,TZA
991,Arabica,North America,Costa Rica,2014.0,12/18/15,Caturra,Green,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,0.13,0,0,0,CRI
992,Arabica,North America,United States,2013.0,05/28/15,Other,Green,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,0.0,0,0,0,USA
993,Arabica,North America,Mexico,2012.0,09/14/13,Typica,,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,0.13,0,5,16,MEX
994,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,0.12,0,0,2,MEX
995,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,0.11,0,0,5,MEX
996,Arabica,North America,Mexico,2012.0,07/03/13,Typica,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,0.1,0,0,1,MEX
997,Arabica,North America,United States,2012.0,02/12/13,Hawaiian Kona,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,0.06,0,0,0,USA
998,Arabica,South America,Brazil,,01/16/19,Bourbon,Green,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,0.11,6,0,9,BRA
999,Arabica,North America,El Salvador,2017.0,08/28/18,Bourbon,Green,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,0.0,2,0,6,SLV
1000,Arabica,South America,Brazil,2016.0,09/09/17,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,0.11,2,0,3,BRA
1001,Arabica,North America,Guatemala,2016.0,08/02/17,Bourbon,Green,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,0.09,0,0,8,GTM
1002,Arabica,South America,Colombia,2016.0,07/22/17,Caturra,Green,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,0.0,4,0,4,COL
1003,Arabica,North America,Guatemala,2015.0,07/22/16,Bourbon,Green,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0.11,0,0,1,GTM
1004,Arabica,Asia,Taiwan,2015.0,05/05/16,Typica,Bluish-Green,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,0.12,0,0,0,TWN
1005,Arabica,North America,Honduras,2014.0,01/26/16,Caturra,Green,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,0.12,0,0,1,HND
1006,Arabica,South America,Brazil,2014.0,01/15/16,Mundo Novo,Green,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,0.12,0,0,0,BRA
1007,Arabica,Africa,Tanzania,2014.0,12/15/15,Other,Green,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,0.12,0,0,5,TZA
1008,Arabica,Africa,Uganda,2013.0,06/30/15,SL14,Green,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,0.12,0,0,3,UGA
1009,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.11,0,0,0,TWN
1010,Arabica,Asia,Thailand,2012.0,05/29/14,,Green,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,0.0,0,0,3,THA
1011,Arabica,North America,Mexico,2012.0,09/11/13,Other,Green,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,0.12,0,0,12,MEX
1012,Arabica,North America,Mexico,2012.0,07/03/13,Typica,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,0.0,0,0,8,MEX
1013,Arabica,Asia,Taiwan,2017.0,12/08/18,Other,Blue-Green,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,0.0,0,0,0,TWN
1014,Arabica,North America,Guatemala,2017.0,08/23/18,Bourbon,Green,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,0.1,0,0,2,GTM
1015,Arabica,Africa,Kenya,2017.0,07/07/18,SL28,Green,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,0.11,0,0,3,KEN
1016,Arabica,North America,Mexico,2017.0,05/12/18,Bourbon,Green,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,0.11,0,0,11,MEX
1017,Arabica,Asia,Myanmar,2015.0,07/16/16,Other,,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,0.0,0,0,5,MMR
1018,Arabica,North America,United States,2014.0,01/13/16,Hawaiian Kona,Bluish-Green,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,0.1,0,2,5,USA
1019,Arabica,Africa,Tanzania,2014.0,12/18/15,Other,Green,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,0,TZA
1020,Arabica,South America,Brazil,2014.0,12/16/15,Yellow Bourbon,Green,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,0.12,0,0,8,BRA
1021,Arabica,Asia,Taiwan,2014.0,11/23/15,Typica,Green,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,0.09,0,0,0,TWN
1022,Arabica,South America,Brazil,2014.0,10/16/15,Bourbon,,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,0.1,0,0,0,BRA
1023,Arabica,North America,Nicaragua,2013.0,07/16/15,Caturra,Green,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,0.1,0,1,3,NIC
1024,Arabica,North America,Guatemala,2014.0,06/10/15,Pacas,Green,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,0.12,0,2,5,GTM
1025,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0,TWN
1026,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,0.11,0,0,0,TWN
1027,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0,TWN
1028,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,0.13,0,0,12,MEX
1029,Arabica,Asia,Thailand,,04/13/11,Peaberry,,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,0.0,0,0,0,THA
1030,Arabica,Asia,Laos,2016.0,06/22/18,Catimor,Green,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,0.0,0,0,0,LAO
1031,Arabica,North America,Guatemala,2013.0,05/26/15,Caturra,Green,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,0.11,0,0,1,GTM
1032,Arabica,North America,Mexico,2012.0,08/30/13,Catuai,Green,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,0.13,0,0,7,MEX
1033,Arabica,North America,Mexico,2012.0,08/29/13,Typica,Green,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,0.11,0,0,3,MEX
1034,Arabica,North America,Mexico,2012.0,07/03/13,Bourbon,Green,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,0.13,0,0,1,MEX
1035,Arabica,North America,United States,2012.0,02/22/13,Hawaiian Kona,Blue-Green,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,0.1,0,2,0,USA
1036,Arabica,South America,Colombia,2010.0,01/25/12,,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,0.01,0,0,1,COL
1037,Arabica,South America,Brazil,2015.0,10/07/16,,Green,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,0.0,0,0,1,BRA
1038,Arabica,Asia,Myanmar,2015.0,07/16/16,Catuai,Green,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,0.0,0,0,2,MMR
1039,Arabica,North America,Guatemala,2015.0,06/17/16,Caturra,Green,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,0.12,0,0,1,GTM
1040,Arabica,North America,Nicaragua,2015.0,05/27/16,Other,Green,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,0.12,0,0,5,NIC
1041,Arabica,North America,Honduras,2015.0,05/24/16,Caturra,Green,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,0.11,0,0,2,HND
1042,Arabica,North America,Panama,2014.0,05/22/16,Caturra,Green,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,0.11,0,1,4,PAN
1043,Arabica,North America,Honduras,2015.0,05/21/16,Catuai,Green,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,0.09,0,0,2,HND
1044,Arabica,North America,Honduras,2015.0,03/10/16,Catuai,Green,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,0.13,0,0,1,HND
1045,Arabica,North America,Costa Rica,2014.0,04/11/15,Caturra,Green,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,0.11,0,0,0,CRI
1046,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,0.11,0,0,2,MEX
1047,Arabica,North America,Haiti,2012.0,05/22/13,Typica,Green,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,0.12,0,0,0,HTI
1048,Arabica,North America,United States,2011.0,12/20/12,Arusha,Bluish-Green,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,0.13,0,0,6,USA
1049,Arabica,Asia,Taiwan,2016.0,08/12/17,Typica,Green,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,0.0,0,0,1,TWN
1050,Arabica,Asia,Indonesia,2015.0,11/09/16,Mandheling,Blue-Green,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,0.13,0,0,1,IDN
1051,Arabica,North America,Guatemala,2015.0,10/22/16,Bourbon,Green,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,0.11,0,0,0,GTM
1052,Arabica,North America,Costa Rica,2015.0,02/27/16,Caturra,Blue-Green,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,0.11,0,0,4,CRI
1053,Arabica,Africa,Malawi,2014.0,11/04/15,Caturra,Bluish-Green,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0.12,0,0,1,MWI
1054,Arabica,North America,Mexico,2014.0,10/23/15,Typica,Green,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,0.12,0,0,4,MEX
1055,Arabica,South America,Colombia,2014.0,04/14/15,Caturra,,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,0.0,0,0,1,COL
1056,Arabica,North America,Guatemala,2013.0,06/05/14,Bourbon,Green,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,0.12,0,0,5,GTM
1057,Arabica,North America,Guatemala,2012.0,01/24/13,Bourbon,Green,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,0.11,0,0,2,GTM
1058,Arabica,North America,Guatemala,2012.0,01/24/13,Bourbon,Green,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,0.11,0,0,3,GTM
1059,Arabica,South America,Colombia,,03/14/12,,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,0.18,0,0,2,COL
1060,Arabica,South America,Brazil,2016.0,03/11/17,,Green,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,0.11,0,0,7,BRA
1061,Arabica,North America,Nicaragua,2016.0,02/25/17,,Green,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,0.11,1,0,0,NIC
1062,Arabica,Africa,Tanzania,2014.0,01/06/16,Other,Bluish-Green,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,0.12,0,0,1,TZA
1063,Arabica,South America,Brazil,2014.0,10/17/15,Bourbon,Green,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,0.0,0,0,3,BRA
1064,Arabica,North America,Honduras,2014.0,04/30/15,Caturra,Green,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0.11,0,0,5,HND
1065,Arabica,North America,Guatemala,2014.0,01/28/15,Bourbon,Green,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,0.11,0,0,5,GTM
1066,Arabica,North America,United States,,05/03/12,,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,0.0,0,0,0,USA
1067,Arabica,South America,Colombia,,03/14/12,,,,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,0.0,0,0,2,COL
1068,Arabica,Asia,Taiwan,2017.0,12/08/18,Other,Blue-Green,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,0.0,0,0,0,TWN
1069,Arabica,North America,Guatemala,2017.0,09/08/18,Caturra,Green,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,0.1,0,0,4,GTM
1070,Arabica,North America,Honduras,2017.0,08/23/18,Catuai,Green,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,0.11,0,0,5,HND
1071,Arabica,Africa,Mauritius,2016.0,02/10/17,,Green,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0.12,0,0,0,MUS
1072,Arabica,South America,Brazil,2015.0,11/16/16,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,0.11,0,0,3,BRA
1073,Arabica,Asia,Myanmar,2015.0,07/16/16,Other,Green,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,0.0,0,0,2,MMR
1074,Arabica,North America,Guatemala,2014.0,04/23/15,Other,Green,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,0.11,0,0,3,GTM
1075,Arabica,South America,Brazil,2013.0,04/17/15,Yellow Bourbon,,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,0.1,0,0,10,BRA
1076,Arabica,North America,United States,2013.0,02/04/15,Hawaiian Kona,Green,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,0.11,0,1,0,USA
1077,Arabica,North America,Guatemala,2013.0,02/13/14,Bourbon,Green,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,0.12,0,1,1,GTM
1078,Arabica,North America,Mexico,2012.0,09/17/13,Typica,,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,0.15,0,0,1,MEX
1079,Arabica,North America,Honduras,2016.0,02/02/17,,Green,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0.1,0,0,0,HND
1080,Arabica,Asia,Taiwan,2014.0,11/23/15,Typica,Green,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,0.14,0,0,0,TWN
1081,Arabica,North America,El Salvador,2013.0,04/26/15,Bourbon,Green,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,0.0,0,0,1,SLV
1082,Arabica,Asia,China,2013.0,01/17/15,Other,Green,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,0.17,0,0,14,CHN
1083,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0,TWN
1084,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,0.1,0,2,4,MEX
1085,Arabica,North America,Mexico,2012.0,08/30/13,Caturra,Green,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,0.12,0,4,16,MEX
1086,Arabica,Africa,Burundi,2016.0,01/21/17,,Green,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,0.12,0,0,0,BDI
1087,Arabica,Africa,Tanzania,2015.0,11/15/16,Bourbon,Green,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,0.13,0,0,5,TZA
1088,Arabica,Africa,Tanzania,2014.0,12/18/15,Other,Bluish-Green,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,0.12,0,0,5,TZA
1089,Arabica,Asia,Taiwan,2013.0,12/26/14,Yellow Bourbon,Green,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0,TWN
1090,Arabica,North America,Guatemala,2013.0,06/06/14,Bourbon,Green,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,0.11,0,1,4,GTM
1091,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,0.11,0,0,21,MEX
1092,Arabica,North America,United States,2012.0,02/07/13,Hawaiian Kona,Green,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,0.12,0,5,7,USA
1093,Arabica,Africa,Ethiopia,2010.0,06/17/11,,,,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,0.1,0,0,1,ETH
1094,Arabica,South America,Brazil,2017.0,11/03/18,Catuai,Green,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,0.11,1,0,1,BRA
1095,Arabica,North America,Honduras,2016.0,04/06/18,Caturra,Green,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,0.1,0,0,4,HND
1096,Arabica,North America,Mexico,2016.0,04/26/17,Caturra,Green,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,0.1,0,0,2,MEX
1097,Arabica,Asia,Myanmar,2015.0,08/26/16,Other,Green,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,0.11,0,1,26,MMR
1098,Arabica,Asia,Myanmar,2014.0,07/16/16,Catuai,Green,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,0.0,0,0,1,MMR
1099,Arabica,North America,Nicaragua,2015.0,02/20/16,Caturra,Green,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0.11,0,0,2,NIC
1100,Arabica,North America,United States,2014.0,03/03/15,Hawaiian Kona,Green,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,0.12,0,4,13,USA
1101,Arabica,South America,Colombia,2012.0,01/08/15,Typica,Green,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,0.1,0,0,0,COL
1102,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,0.11,0,0,0,TWN
1103,Arabica,North America,Guatemala,2012.0,01/09/14,Caturra,Green,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,0.11,0,1,12,GTM
1104,Arabica,North America,Mexico,2012.0,09/27/13,Caturra,,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,0.11,0,2,8,MEX
1105,Arabica,Asia,Vietnam,2017.0,05/09/18,Catimor,,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,0.0,0,0,2,VNM
1106,Arabica,North America,Nicaragua,2015.0,04/23/16,Caturra,,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,0.11,0,0,2,NIC
1107,Arabica,North America,Honduras,2015.0,01/26/16,Catuai,Green,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,0.11,0,0,0,HND
1108,Arabica,North America,Guatemala,2013.0,08/07/14,Bourbon,Green,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,0.11,0,0,2,GTM
1109,Arabica,North America,Mexico,2012.0,10/09/13,Typica,Green,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,0.11,0,0,2,MEX
1110,Arabica,North America,Mexico,2012.0,09/13/13,Typica,Green,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,0.14,0,1,2,MEX
1111,Arabica,North America,Mexico,2012.0,09/10/13,Bourbon,Green,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,0.12,0,0,12,MEX
1112,Arabica,North America,Guatemala,2012.0,05/24/13,Bourbon,Green,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,0.11,0,0,5,GTM
1113,Arabica,North America,United States,,09/21/12,,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,0.05,0,12,1,USA
